This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
201703,  11919.39,   4252.34,   6156.72,   9754.77,   8936.91,  18095.36,   7844.01,   4061.70,  11245.71,   6139.25
201704,  11964.65,   4206.05,   6170.23,   9707.40,   9132.35,  18247.34,   7963.75,   4078.95,  11252.15,   6059.90
201705,  12033.93,   4304.49,   6296.23,   9576.84,   9435.61,  18197.01,   8168.78,   4130.22,  11277.36,   6114.07
201706,  12488.12,   4291.61,   6387.97,   9270.91,   9849.59,  17936.64,   8304.28,   4115.77,  11497.90,   6124.08
201707,  11241.84,   4698.53,   6288.15,   8338.14,   8963.79,  16651.44,   7872.07,   4134.42,  11326.84,   6151.99
201708,  10704.79,   4643.33,   6413.74,   8506.03,   9357.34,  17666.00,   7885.33,   4159.25,  11652.67,   6246.53
201709,  10495.93,   4637.27,   6417.88,   8078.97,   9730.50,  17426.43,   7721.48,   4274.24,  11999.65,   6208.58
201710,  10437.34,   4877.34,   6328.65,   8955.78,   9896.27,  17157.46,   7977.78,   4364.79,  11881.90,   6510.37
201711,  10437.99,   4932.95,   6510.33,   9052.31,  10683.72,  16308.00,   8187.43,   4279.21,  12230.21,   6711.26
201712,  10828.32,   4901.32,   6739.18,   9358.54,  10858.43,  17400.13,   8877.15,   4404.25,  12469.85,   7023.23
201801,  11252.81,   4851.45,   6885.72,   9960.92,  10889.64,  18158.59,   9151.82,   4389.12,  11820.13,   7173.41
201802,  11687.40,   4970.41,   7159.34,  10235.31,  11764.20,  18636.82,  10031.07,   4664.95,  11476.07,   7628.16
201803,  10954.59,   4663.50,   6909.97,   9079.79,  11816.84,  17537.70,   9593.70,   4531.39,  10904.89,   7389.86
201804,  10899.88,   4449.74,   6779.04,   9350.29,  11462.86,  17439.30,   9348.29,   4405.78,  11212.96,   7197.01
201805,  10561.42,   4427.70,   6538.85,  10566.37,  11474.85,  16939.30,   9760.54,   4427.33,  11510.55,   7289.22
201806,  10476.61,   4557.23,   6704.27,  10950.04,  12280.05,  16716.10,   9857.60,   4517.21,  11487.50,   7395.19
201807,  10030.64,   4279.75,   6743.59,  10332.85,  11670.75,  17272.23,   9772.99,   4218.04,  12226.41,   6896.42
201808,  10220.09,   4222.52,   7086.31,  10464.18,  12024.98,  17877.17,  10068.02,   4481.35,  12521.80,   7183.68
201809,  10087.40,   4192.10,   7057.40,  10115.28,  12944.97,  18382.66,  10849.92,   4684.70,  12581.68,   7362.67
201810,  10104.09,   4029.49,   7139.16,  10521.53,  12974.57,  18703.24,  10941.53,   4793.25,  12473.64,   7258.17
201811,  10165.12,   3900.07,   6339.67,   9247.56,  11914.56,  18523.67,  10057.90,   4379.96,  12453.73,   6801.16
201812,  10261.47,   4097.03,   6616.09,   9057.80,  11713.98,  18977.88,  10375.24,   4665.84,  12877.56,   6948.94
201901,   9059.21,   3649.97,   6044.99,   7868.36,  10827.18,  17291.69,   9308.12,   4293.47,  12227.32,   6207.76
201902,   9713.74,   4043.76,   6619.39,   8743.17,  11901.00,  18141.64,  10143.23,   4521.15,  12947.68,   6845.29
201903,   9827.82,   4187.76,   6945.69,   9059.97,  12706.63,  18691.24,  10211.31,   4663.27,  13444.66,   7055.91
201904,  10213.58,   3969.70,   6876.49,   9365.38,  13287.15,  17904.70,  10608.15,   4703.68,  13856.51,   6979.34
201905,  10527.29,   4095.84,   7185.39,   9384.14,  14085.80,  19160.97,  11210.95,   4578.92,  13976.08,   7473.27
201906,   9923.18,   3629.41,   6527.09,   8273.51,  12866.22,  18578.70,  10550.45,   4412.69,  13700.40,   7026.93
201907,  10348.78,   3943.39,   6766.97,   8467.10,  13124.13,  19874.93,  11007.49,   4251.34,  14251.48,   7165.82
201908,  10506.48,   3968.39,   6870.72,   8239.04,  13536.18,  20150.14,  11112.19,   4151.53,  14083.30,   7336.97
201909,  10343.70,   3775.87,   6752.23,   7382.49,  13255.79,  20201.28,  11181.34,   4121.60,  14504.10,   7011.97
201910,  10547.05,   3949.93,   7022.82,   7703.13,  13504.91,  20701.76,  11344.05,   4083.05,  15031.24,   7151.97
201911,  10625.40,   4219.41,   7019.65,   7640.97,  14046.11,  21040.14,  11493.45,   4277.39,  14986.94,   7389.24
201912,  10998.09,   4335.38,   7247.33,   7784.61,  14790.12,  21553.64,  11763.02,   4417.15,  14603.41,   7797.56
202001,  11335.34,   4550.98,   7371.87,   8442.34,  15452.41,  21935.33,  11988.10,   4582.39,  15159.24,   8001.38
202002,  11279.24,   4822.97,   7191.66,   7531.83,  15967.00,  21359.10,  12135.86,   4501.40,  15869.29,   7914.24
202003,  10365.47,   4466.80,   6587.04,   6362.81,  14842.88,  20030.03,  11430.98,   4270.75,  14236.24,   7140.44
202004,   9237.56,   3447.83,   5493.46,   4162.63,  13471.62,  17502.64,  10549.49,   4048.89,  12342.13,   5760.46
202005,   9945.34,   4325.75,   6094.67,   5591.97,  15512.79,  19049.97,  12465.67,   4606.73,  13087.71,   6431.95
202006,  10321.77,   4654.14,   6470.49,   5599.52,  16701.76,  20290.29,  13102.87,   4795.23,  13627.81,   6739.28
202007,  10038.60,   5328.97,   6759.97,   5632.86,  17413.31,  19637.87,  13433.16,   4579.28,  13228.90,   6443.49
202008,  10619.94,   6323.55,   7076.34,   5489.25,  18635.49,  20528.50,  14745.89,   4796.44,  14195.44,   6717.62
202009,  11078.62,   8909.23,   7496.76,   5456.20,  20726.02,  22025.99,  16095.32,   4902.69,  13813.35,   7199.87
202010,  10872.51,   8102.68,   7499.69,   4714.26,  19735.48,  21586.54,  15462.19,   4830.42,  13722.27,   6991.91
202011,  10571.05,   7836.79,   7440.29,   4579.33,  19444.95,  20631.59,  15038.29,   4592.14,  14314.01,   6870.77
202012,  11603.79,  10487.34,   8462.62,   5917.90,  21507.13,  24001.78,  16267.92,   5041.05,  14634.68,   7957.57
202101,  12126.36,  12096.27,   8666.24,   6252.06,  22670.88,  25496.10,  16579.11,   5301.20,  14679.68,   8405.00
202102,  11616.27,  13483.80,   8455.40,   6519.90,  22870.12,  24471.28,  16674.68,   5489.26,  14596.64,   8169.94
202103,  11762.15,  12387.22,   8931.35,   7981.19,  23237.20,  25947.14,  16383.85,   5431.60,  13868.33,   8983.04
202104,  12550.32,  12493.74,   9610.27,   8301.53,  23507.71,  26360.75,  17303.79,   5439.45,  15251.96,   9461.78
202105,  12959.95,  13042.53,   9833.26,   8438.87,  25328.83,  27513.60,  18569.63,   5592.10,  15836.10,  10019.54
202106,  13299.60,  12341.69,  10087.77,   8885.98,  25192.30,  27849.84,  18149.23,   5575.85,  15595.18,  10331.45
202107,  12511.27,  12332.63,   9701.95,   9243.74,  23259.95,  27219.38,  17581.53,   5123.35,  15913.77,   8576.64
202108,  12534.91,  12298.86,   9842.10,   8431.20,  24113.48,  28143.75,  17669.68,   5228.10,  16355.95,   8553.42
202109,  12485.46,  12511.20,   9901.70,   8336.57,  25265.01,  28501.78,  18075.10,   5382.60,  16817.48,   8809.03
202110,  11856.34,  12859.74,   9332.47,   9250.30,  23779.41,  27871.39,  17386.26,   5055.55,  15951.90,   8618.18
202111,  12292.72,  16986.12,   9811.75,  10199.77,  25877.81,  26558.97,  18273.10,   5176.02,  16745.48,   9262.83
202112,  11791.58,  17324.54,   9791.70,   9721.58,  26301.79,  25089.33,  18523.33,   4954.16,  16348.28,   8820.22
202201,  12764.79,  16579.12,  10350.44,  10165.05,  26832.34,  26077.52,  18787.57,   5290.40,  17696.49,   9265.24
202202,  12673.53,  15030.70,   9735.73,  11930.51,  24564.39,  25436.32,  17120.03,   4823.57,  17302.66,   9013.54
202203,  12593.09,  13962.42,   9623.14,  12953.65,  23462.35,  25487.53,  16839.98,   4768.47,  17040.35,   8895.51
202204,  12665.84,  16058.98,   9769.19,  14321.39,  24340.96,  24858.37,  17382.98,   5020.87,  18641.02,   9001.15
202205,  13021.56,  13445.14,   9276.06,  14134.09,  21336.73,  22306.31,  15673.82,   4675.58,  17924.87,   8209.60
202206,  12796.51,  12223.11,   9248.27,  16364.57,  20931.98,  24227.92,  15119.94,   4730.91,  18709.79,   8291.23
202207,  10753.18,  10342.94,   7678.41,  13328.44,  16634.29,  19847.81,  12329.74,   4200.23,  16575.70,   6402.72
202208,  11235.26,  13201.90,   8382.25,  14821.43,  18653.13,  20000.64,  14182.51,   4320.59,  17588.96,   6983.58
202209,  11018.06,  12526.35,   8092.65,  15215.94,  17694.02,  19415.72,  13715.74,   4118.76,  17547.46,   6827.51
202210,  10040.90,  11703.98,   7162.72,  13762.31,  15779.58,  17018.11,  12707.68,   4044.61,  15461.83,   6279.70
202211,  11034.55,  10928.75,   8045.90,  17143.25,  16673.03,  18709.46,  13275.45,   4401.87,  15981.17,   7059.73
202212,  11547.50,  10120.75,   8754.76,  17277.73,  17605.88,  19113.92,  13755.28,   4643.24,  16995.49,   7508.53
202301,  11349.16,   7266.41,   8537.58,  16655.56,  16282.66,  18131.25,  12697.23,   4569.53,  16937.88,   7438.42
202302,  11299.42,   9375.40,   9055.78,  17113.45,  17938.57,  20477.01,  14021.14,   4563.42,  16706.13,   8041.39
202303,  11120.11,  10586.61,   8871.58,  15844.79,  18052.71,  19140.93,  13350.43,   4389.74,  15898.91,   7882.69
202304,  11407.67,  10513.98,   8970.33,  15727.78,  20046.11,  19115.14,  13812.73,   4532.49,  16468.34,   7585.91
202305,  11761.53,   8902.56,   8929.52,  16126.84,  20119.22,  19197.34,  14115.01,   4747.25,  16727.96,   7778.10
202306,  11191.22,  10103.15,   8422.71,  14490.36,  21938.51,  17709.25,  14255.85,   4579.49,  15676.83,   7619.78
202307,  10952.60,  12632.01,   8956.28,  14144.88,  22447.40,  17503.22,  15016.60,   4679.75,  16157.17,   7751.05
202308,  11271.46,  13114.89,   9265.29,  15194.13,  23388.43,  17567.15,  15454.07,   4705.54,  16576.74,   8266.84
202309,  10892.49,  12673.94,   9065.08,  15483.39,  23182.39,  17589.48,  15445.67,   4718.78,  15616.22,   8068.90
202310,  10344.84,  12482.30,   8435.66,  16076.04,  21851.16,  17306.33,  14568.41,   4524.53,  14789.71,   7823.57
202311,   9956.75,  10240.76,   8257.32,  15077.41,  21491.61,  17166.15,  14771.31,   4363.98,  14924.44,   7669.24
202312,  10519.20,  11847.88,   9038.83,  14983.88,  24211.22,  18343.51,  15904.99,   4663.96,  15596.06,   8494.09
202401,  10862.35,  12608.59,   9625.35,  14989.68,  25590.16,  19091.18,  16868.22,   4982.45,  15824.08,   9217.66
202402,  10642.29,  10347.07,   9519.30,  14964.16,  26452.83,  20577.41,  17127.68,   5173.89,  15326.98,   9341.36
202403,  10934.41,  11070.88,  10008.25,  15333.86,  28244.45,  20391.54,  18866.74,   5460.36,  15618.41,   9800.68
202404,  11343.22,  10567.01,  10494.00,  16884.49,  29035.20,  21014.39,  19560.53,   5602.92,  16667.71,  10329.93
202405,  11180.41,  10465.75,  10119.83,  16904.68,  27836.11,  19526.73,  18626.83,   5324.04,  16903.45,   9960.93
202406,  11280.71,  10608.79,  10475.08,  16295.04,  30111.65,  20236.95,  19127.07,   5537.18,  18179.89,  10367.59
202407,  10693.47,  10555.82,   9851.60,  16386.60,  31546.73,  19063.60,  19440.78,   5603.09,  17881.67,  10079.23
202408,  11274.45,  11777.17,  10264.53,  16861.91,  31175.73,  19667.86,  19600.27,   5665.82,  19172.07,  10815.35
202409,  11884.50,  11158.48,  10500.58,  16417.29,  31869.60,  20275.62,  19978.72,   6051.16,  19944.61,  11250.06
202410,  12102.84,  12887.67,  10778.75,  16021.55,  32947.89,  21670.72,  20848.59,   5984.13,  20973.88,  11426.07
202411,  11933.88,  12482.19,  10348.69,  16077.47,  33107.16,  22062.81,  20820.81,   5830.05,  21277.20,  11647.95
202412,  12089.44,  16178.01,  11041.28,  17202.53,  34934.66,  24063.93,  22952.70,   5807.19,  22496.30,  12960.79
202501,  11582.76,  18123.13,  10193.83,  15808.70,  35470.98,  22560.20,  22669.55,   5542.12,  20802.85,  12139.98
202502,  11649.40,  18405.08,  10707.21,  16164.96,  35773.67,  22744.06,  24187.66,   5888.46,  21395.01,  13000.66
202503,  12374.70,  14349.25,  10497.36,  16539.23,  34710.69,  25364.93,  23523.09,   6156.66,  21715.25,  12998.09
202504,  12349.76,  12911.57,  10032.82,  17156.35,  31683.35,  25018.53,  21766.28,   5933.48,  21832.07,  12540.77
202505,  12253.17,  13987.53,   9878.71,  14742.33,  32329.98,  23665.46,  22169.02,   5932.71,  21809.35,  12504.19
202506,  12392.05,  16806.24,  10536.86,  14894.18,  35818.23,  25065.80,  23454.72,   5760.12,  22464.69,  13051.70
202507,  12301.19,  16043.43,  11475.52,  15339.24,  38418.84,  25113.46,  24332.27,   5922.27,  22273.55,  13368.95
202508,  12060.58,  16065.45,  11841.84,  15553.70,  40831.55,  24146.58,  24943.76,   5902.81,  23000.76,  13295.01
202509,  12506.33,  17336.85,  12021.97,  16271.99,  41267.95,  25343.02,  25278.79,   6243.10,  22538.86,  13887.38
202510,  12262.92,  21669.07,  12318.39,  16140.81,  44308.72,  25053.76,  25226.79,   6398.20,  23386.65,  13991.47


  Sum of BE / Sum of ME
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
  1926,   0.77,   0.53,   1.08,   0.87,   0.50,   0.87,   0.39,   0.74,   0.76,   1.32
  1927,   0.71,   0.51,   0.98,   1.00,   0.56,   0.83,   0.48,   0.58,   0.87,   1.38
  1928,   0.56,   0.35,   0.74,   1.00,   0.43,   0.71,   0.38,   0.34,   0.67,   1.13
  1929,   0.50,   0.26,   0.55,   0.80,   0.27,   0.67,   0.30,   0.27,   0.46,   1.03
  1930,   0.62,   0.57,   0.68,   0.96,   0.34,   0.61,   0.53,   0.38,   0.38,   1.19
  1931,   0.73,   0.77,   1.03,   1.42,   0.55,   0.79,   0.88,   0.49,   0.54,   1.68
  1932,   1.09,   1.14,   2.18,   2.84,   0.97,   1.37,   1.11,   0.56,   0.98,   4.16
  1933,   1.13,   1.52,   2.34,   2.36,   1.23,   1.38,   1.31,   0.60,   1.03,   4.84
  1934,   0.76,   0.58,   1.09,   1.36,   0.79,   1.26,   0.86,   0.38,   1.51,   3.02
  1935,   0.72,   0.60,   1.08,   1.39,   0.72,   1.34,   0.76,   0.33,   1.93,   3.03
  1936,   0.67,   0.37,   0.77,   0.85,   0.44,   0.87,   0.66,   0.47,   1.11,   2.29
  1937,   0.63,   0.35,   0.55,   0.82,   0.35,   0.77,   0.54,   0.28,   0.98,   1.70
  1938,   0.90,   0.78,   0.93,   1.28,   0.48,   0.94,   0.99,   0.36,   1.63,   2.92
  1939,   0.77,   0.49,   0.68,   1.22,   0.41,   0.90,   0.74,   0.29,   1.19,   2.47
  1940,   0.76,   0.49,   0.71,   1.43,   0.48,   0.80,   0.72,   0.28,   1.07,   2.58
  1941,   0.90,   0.56,   0.83,   1.68,   0.57,   0.84,   0.82,   0.39,   1.36,   2.87
  1942,   1.02,   0.90,   1.03,   1.61,   0.71,   1.09,   1.04,   0.44,   2.25,   3.34
  1943,   1.04,   0.69,   1.07,   1.44,   0.62,   1.10,   0.96,   0.39,   2.08,   2.92
  1944,   0.85,   0.60,   0.96,   1.22,   0.53,   0.85,   0.79,   0.38,   1.52,   2.50
  1945,   0.74,   0.49,   0.85,   1.15,   0.51,   0.81,   0.68,   0.41,   1.35,   2.05
  1946,   0.55,   0.42,   0.69,   0.95,   0.49,   0.69,   0.50,   0.33,   0.97,   1.46
  1947,   0.67,   0.61,   0.78,   1.01,   0.54,   0.77,   0.61,   0.36,   0.90,   1.89
  1948,   0.86,   0.62,   0.83,   0.97,   0.59,   0.95,   0.71,   0.47,   1.08,   2.16
  1949,   0.92,   0.78,   0.94,   1.13,   0.70,   0.99,   0.83,   0.58,   1.13,   2.35
  1950,   0.83,   0.75,   0.95,   1.22,   0.67,   0.98,   0.76,   0.46,   0.86,   2.26
  1951,   0.87,   0.69,   0.81,   1.00,   0.66,   0.99,   0.79,   0.45,   0.90,   1.88
  1952,   0.93,   0.66,   0.78,   0.81,   0.61,   0.97,   0.79,   0.39,   0.74,   1.84
  1953,   0.96,   0.56,   0.79,   0.82,   0.58,   0.94,   0.85,   0.51,   0.69,   1.71
  1954,   1.02,   0.70,   0.87,   0.96,   0.59,   0.96,   0.85,   0.54,   0.64,   2.02
  1955,   0.82,   0.49,   0.59,   0.69,   0.40,   0.87,   0.67,   0.45,   0.57,   1.38
  1956,   0.80,   0.53,   0.50,   0.62,   0.36,   0.86,   0.60,   0.41,   0.56,   1.30
  1957,   0.90,   0.56,   0.52,   0.58,   0.35,   0.90,   0.73,   0.41,   0.64,   1.44
  1958,   0.94,   0.78,   0.69,   0.75,   0.39,   0.93,   0.80,   0.35,   0.66,   1.90
  1959,   0.70,   0.54,   0.51,   0.64,   0.28,   0.72,   0.53,   0.23,   0.51,   1.33
  1960,   0.64,   0.50,   0.47,   0.74,   0.23,   0.67,   0.52,   0.20,   0.57,   1.36
  1961,   0.53,   0.73,   0.58,   0.83,   0.25,   0.55,   0.56,   0.21,   0.50,   1.33
  1962,   0.42,   0.55,   0.51,   0.73,   0.21,   0.49,   0.41,   0.19,   0.45,   1.11
  1963,   0.59,   0.50,   0.63,   0.69,   0.31,   0.55,   0.56,   0.29,   0.49,   1.25
  1964,   0.56,   0.42,   0.58,   0.62,   0.25,   0.49,   0.51,   0.26,   0.48,   1.03
  1965,   0.53,   0.38,   0.54,   0.52,   0.29,   0.53,   0.41,   0.23,   0.45,   1.00
  1966,   0.48,   0.37,   0.47,   0.55,   0.25,   0.61,   0.43,   0.19,   0.48,   0.84
  1967,   0.60,   0.56,   0.57,   0.60,   0.26,   0.69,   0.58,   0.21,   0.56,   0.92
  1968,   0.49,   0.46,   0.47,   0.55,   0.18,   0.76,   0.45,   0.19,   0.60,   0.72
  1969,   0.43,   0.47,   0.46,   0.51,   0.21,   0.74,   0.40,   0.20,   0.59,   0.63
  1970,   0.52,   0.59,   0.57,   0.73,   0.23,   0.86,   0.44,   0.19,   0.75,   0.78
  1971,   0.53,   0.54,   0.62,   0.70,   0.31,   0.90,   0.47,   0.23,   0.72,   0.85
  1972,   0.48,   0.49,   0.56,   0.72,   0.29,   0.96,   0.37,   0.21,   0.80,   0.71
  1973,   0.46,   0.49,   0.49,   0.64,   0.28,   0.87,   0.37,   0.19,   0.81,   0.61
  1974,   0.70,   0.88,   0.66,   0.68,   0.43,   1.11,   0.63,   0.25,   1.17,   0.83
  1975,   1.10,   1.41,   1.05,   1.11,   0.74,   1.39,   1.06,   0.37,   1.68,   1.34
  1976,   0.77,   0.91,   0.82,   1.01,   0.55,   1.30,   0.58,   0.38,   1.31,   1.13
  1977,   0.73,   0.74,   0.77,   0.85,   0.48,   1.09,   0.66,   0.42,   1.14,   0.99
  1978,   0.82,   0.96,   0.97,   0.99,   0.53,   1.22,   0.81,   0.51,   1.21,   1.12
  1979,   0.87,   1.14,   1.01,   1.07,   0.53,   1.28,   0.94,   0.50,   1.44,   1.17
  1980,   0.89,   1.19,   0.99,   0.83,   0.56,   1.50,   0.92,   0.49,   1.46,   1.07
  1981,   0.86,   1.04,   0.88,   0.62,   0.48,   1.58,   0.90,   0.44,   1.36,   0.96
  1982,   0.86,   1.11,   1.06,   0.97,   0.62,   1.38,   0.91,   0.47,   1.50,   1.08
  1983,   0.69,   0.75,   0.97,   1.33,   0.45,   1.32,   0.62,   0.41,   1.44,   0.98
  1984,   0.61,   0.64,   0.79,   1.14,   0.40,   1.21,   0.54,   0.44,   1.41,   0.90
  1985,   0.62,   0.77,   0.86,   1.21,   0.51,   1.05,   0.62,   0.47,   1.39,   0.98
  1986,   0.47,   0.81,   0.70,   1.10,   0.46,   0.87,   0.50,   0.39,   1.23,   0.77
  1987,   0.45,   0.80,   0.60,   1.00,   0.52,   0.80,   0.47,   0.33,   1.08,   0.72
  1988,   0.45,   1.04,   0.61,   0.95,   0.55,   0.83,   0.58,   0.31,   1.32,   0.80
  1989,   0.41,   0.98,   0.62,   0.85,   0.58,   0.70,   0.48,   0.31,   1.22,   0.77
  1990,   0.34,   1.02,   0.55,   0.66,   0.64,   0.46,   0.43,   0.24,   1.00,   0.64
  1991,   0.39,   1.32,   0.66,   0.71,   0.68,   0.58,   0.46,   0.23,   1.09,   0.84
  1992,   0.29,   1.02,   0.52,   0.69,   0.51,   0.51,   0.32,   0.17,   0.93,   0.64
  1993,   0.29,   0.42,   0.45,   0.65,   0.44,   0.45,   0.30,   0.23,   0.92,   0.57
  1994,   0.26,   0.28,   0.35,   0.48,   0.34,   0.26,   0.30,   0.25,   0.62,   0.56
  1995,   0.30,   0.43,   0.37,   0.48,   0.33,   0.32,   0.37,   0.26,   0.77,   0.62
  1996,   0.25,   0.49,   0.32,   0.40,   0.26,   0.24,   0.36,   0.20,   0.64,   0.53
  1997,   0.22,   0.49,   0.28,   0.35,   0.22,   0.34,   0.35,   0.19,   0.66,   0.48
  1998,   0.18,   0.39,   0.25,   0.33,   0.21,   0.24,   0.29,   0.15,   0.56,   0.39
  1999,   0.18,   0.33,   0.26,   0.33,   0.14,   0.23,   0.22,   0.11,   0.52,   0.41
  2000,   0.23,   0.44,   0.27,   0.30,   0.09,   0.28,   0.21,   0.12,   0.66,   0.35
  2001,   0.22,   0.59,   0.31,   0.30,   0.21,   0.56,   0.26,   0.10,   0.49,   0.36
  2002,   0.26,   0.43,   0.33,   0.38,   0.24,   0.53,   0.26,   0.14,   0.59,   0.43
  2003,   0.27,   0.36,   0.33,   0.46,   0.35,   0.60,   0.34,   0.20,   0.74,   0.53
